pokedex_number;name;generation;type1;type2;color;evolving_stade;hp;atk;def;sp_atk;sp_def;spd;base_stats;is_legendary;capt_rate;exp_growth;egg_steps;height;weight;base_happiness;classif;percentage_male;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water
718;Zygarde;6;dragon;ground;Green;3;216;100;121;91;95;85;708;1;3;1250000;30720;5.0;284.6;0;Order Pokémon;;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1
719;Diancie;6;rock;fairy;Pink;3;50;160;110;160;110;110;700;1;3;1250000;6400;0.71;8.8;70;Jewel Pokémon;;0.5;0.5;0;1;1;1;0.5;0.5;1;2;2;1;0.5;1;1;1;4;2
720;Hoopa;6;psychic;ghost;Purple;3;80;110;60;150;130;70;600;1;3;1250000;30720;0.51;9.0;100;Mischief Pokémon;;1;4;1;1;1;0;1;1;4;1;1;1;0;0.5;0.5;1;1;1
720;Hoopa-unbound;6;psychic;dark;Purple;3;80;160;60;170;130;80;680;1;3;1250000;30720;6.9;490.0;100;Djinn Pokémonn ;;4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1
721;Volcanion;6;fire;water;Red;3;80;110;120;130;90;70;600;1;3;1250000;30720;1.70;195.0;100;Steam Pokémon;;0.5;1;1;2;0.5;1;0.25;1;1;1;2;0.25;1;1;1;2;0.25;1
722;Rowlet;7;grass;flying;Brown;1;68;55;55;50;50;42;320;0;45;1059860;3840;0.3;1.5;70;Grass Quill Pokémon;88.1;1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5
723;Dartrix;7;grass;flying;Brown;2;78;75;75;70;70;52;420;0;45;1059860;3840;0.7;16.0;70;Blade Quill Pokémon;88.1;1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5
724;Decidueye;7;grass;ghost;Brown;3;78;107;75;100;100;70;530;0;45;1059860;3840;1.6;36.6;70;Arrow Quill Pokémon;88.1;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5
725;Litten;7;fire;;Red;1;45;65;40;60;40;70;320;0;45;1059860;3840;0.4;4.3;70;Fire Cat Pokémon;88.1;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
726;Torracat;7;fire;;Red;2;65;85;50;80;50;90;420;0;45;1059860;3840;0.7;25.0;70;Fire Cat Pokémon;88.1;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
727;Incineroar;7;fire;dark;Red;3;95;115;90;80;90;60;530;0;45;1059860;3840;1.8;83.0;70;Heel Pokémon;88.1;1;0.5;1;1;1;2;0.5;1;0.5;0.5;2;0.5;1;1;0;2;0.5;2
728;Popplio;7;water;;Blue;1;50;54;54;66;56;40;320;0;45;1059860;3840;0.4;7.5;70;Sea Lion Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
729;Brionne;7;water;;Blue;2;60;69;69;91;81;50;420;0;45;1059860;3840;0.6;17.5;70;Pop Star Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
730;Primarina;7;water;fairy;Blue;3;80;74;74;126;116;60;530;0;45;1059860;3840;1.8;44.0;70;Soloist Pokémon;88.1;0.5;0.5;0;2;1;0.5;0.5;1;1;2;1;0.5;1;2;1;1;1;0.5
731;Pikipek;7;normal;flying;Black;1;35;75;30;30;30;65;265;0;255;1000000;3840;0.3;1.2;70;Woodpecker Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
732;Trumbeak;7;normal;flying;Black;2;55;85;50;40;50;75;355;0;120;1000000;3840;0.6;14.8;70;Bugle Beak Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
733;Toucannon;7;normal;flying;Black;3;80;120;75;75;75;60;485;0;45;1000000;3840;1.1;26.0;70;Cannon Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
734;Yungoos;7;normal;;Brown;1;48;70;30;30;30;45;253;0;255;1000000;3840;0.4;6.0;70;Loitering Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
735;Gumshoos;7;normal;;Brown;3;88;110;60;55;60;45;418;0;127;1000000;3840;0.7;14.2;70;Stakeout Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
736;Grubbin;7;bug;;Grey;1;47;62;45;55;45;46;300;0;255;1000000;3840;0.4;4.4;70;Larva Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
737;Charjabug;7;bug;electric;Green;2;57;82;95;55;75;36;400;0;120;1000000;3840;0.5;10.5;70;Battery Pokémon;50;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1
738;Vikavolt;7;bug;electric;Blue;3;77;70;90;145;75;43;500;0;45;1000000;3840;1.5;45.0;70;Stag Beetle Pokémon;50;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1
739;Crabrawler;7;fighting;;Purple;1;47;82;57;42;47;63;338;0;225;1000000;5120;0.6;7.0;70;Boxing Pokémon;50;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
740;Crabominable;7;fighting;ice;White;3;97;132;77;62;67;43;478;0;60;1000000;5120;1.7;180.0;70;Woolly Crab Pokémon;50;0.5;0.5;1;1;2;2;2;2;1;1;1;0.5;1;1;2;1;2;1
741;Oricorio;7;fire;flying;Red;3;75;70;70;98;70;93;476;0;45;1000000;5120;0.6;3.4;70;Dancing Pokémon;24.6;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2
742;Cutiefly;7;bug;fairy;Yellow;1;40;45;40;55;40;84;304;0;190;1000000;5120;0.1;0.2;70;Bee Fly Pokémon;50;0.5;0.5;0;1;1;0.25;2;2;1;0.5;0.5;1;1;2;1;2;2;1
743;Ribombee;7;bug;fairy;Yellow;3;60;55;60;95;70;124;464;0;75;1000000;5120;0.2;0.5;70;Bee Fly Pokémon;50;0.5;0.5;0;1;1;0.25;2;2;1;0.5;0.5;1;1;2;1;2;2;1
744;Rockruff;7;rock;;Brown;1;45;65;40;30;40;60;280;0;190;1000000;3840;0.5;9.2;70;Puppy Pokémon;50;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
745;Lycanroc;7;rock;;Brown;3;85;115;75;55;75;82;487;0;90;1000000;3840;0.8;25.0;70;Wolf Pokémon;50;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
746;Wishiwashi;7;water;;Blue;3;45;140;130;140;135;30;620;0;60;800000;3840;0.20;0.3;70;Small Fry Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
747;Mareanie;7;poison;water;Blue;1;50;53;62;43;52;45;305;0;190;1000000;5120;0.4;8.0;70;Brutal Star Pokémon;50;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5
748;Toxapex;7;poison;water;Blue;3;50;63;152;53;142;35;495;0;75;1000000;5120;0.7;14.5;70;Brutal Star Pokémon;50;0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5
749;Mudbray;7;ground;;Brown;1;70;100;70;45;55;45;385;0;190;1000000;5120;1.0;110.0;70;Donkey Pokémon;50;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2
750;Mudsdale;7;ground;;Brown;3;100;125;100;55;85;35;500;0;60;1000000;5120;2.5;920.0;70;Draft Horse Pokémon;50;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2
751;Dewpider;7;water;bug;Green;1;38;40;52;40;72;27;269;0;200;1000000;3840;0.3;4.0;70;Water Bubble Pokémon;50;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5
752;Araquanid;7;water;bug;Green;3;68;70;92;50;132;42;454;0;100;1000000;3840;1.8;82.0;70;Water Bubble Pokémon;50;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5
753;Fomantis;7;grass;;Pink;1;40;55;35;50;35;35;250;0;190;1000000;5120;0.3;1.5;70;Sickle Grass Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
754;Lurantis;7;grass;;Pink;3;70;105;90;80;90;45;480;0;75;1000000;5120;0.9;18.5;70;Bloom Sickle Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
755;Morelull;7;grass;fairy;Purple;1;40;35;55;65;75;15;285;0;190;1000000;5120;0.2;1.5;70;Illuminating Pokémon;50;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5
756;Shiinotic;7;grass;fairy;Purple;3;60;45;80;90;100;30;405;0;75;1000000;5120;1.0;11.5;70;Illuminating Pokémon;50;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5
757;Salandit;7;poison;fire;Black;1;48;44;40;71;40;77;320;0;120;1000000;5120;0.6;4.8;70;Toxic Lizard Pokémon;88.1;0.25;1;1;1;0.25;0.5;0.5;1;1;0.25;4;0.5;1;0.5;2;2;0.5;2
758;Salazzle;7;poison;fire;Black;3;68;64;60;111;60;117;480;0;45;1000000;5120;1.2;22.2;70;Toxic Lizard Pokémon;0;0.25;1;1;1;0.25;0.5;0.5;1;1;0.25;4;0.5;1;0.5;2;2;0.5;2
759;Stufful;7;normal;fighting;Pink;1;70;75;50;45;50;50;340;0;140;1000000;3840;0.5;6.8;70;Flailing Pokémon;50;0.5;0.5;1;1;2;2;1;2;0;1;1;1;1;1;2;0.5;1;1
760;Bewear;7;normal;fighting;Pink;3;120;125;80;55;60;60;500;0;70;1000000;3840;2.1;135.0;70;Strong Arm Pokémon;50;0.5;0.5;1;1;2;2;1;2;0;1;1;1;1;1;2;0.5;1;1
761;Bounsweet;7;grass;;Purple;1;42;30;38;30;38;32;210;0;235;1059860;5120;0.3;3.2;70;Fruit Pokémon;0;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
762;Steenee;7;grass;;Purple;2;52;40;48;40;48;62;290;0;120;1059860;5120;0.7;8.2;70;Fruit Pokémon;0;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
763;Tsareena;7;grass;;Purple;3;72;120;98;50;98;72;510;0;45;1059860;5120;1.2;21.4;70;Fruit Pokémon;0;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
764;Comfey;7;fairy;;Green;3;51;52;90;82;110;100;485;0;60;800000;5120;0.1;0.3;70;Posy Picker Pokémon;24.6;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1
765;Oranguru;7;normal;psychic;White;3;90;60;80;90;110;60;490;0;45;1250000;5120;1.5;76.0;70;Sage Pokémon;50;2;2;1;1;1;1;1;1;0;1;1;1;1;1;0.5;1;1;1
766;Passimian;7;fighting;;White;3;100;120;90;40;60;80;490;0;45;1250000;5120;2.0;82.8;70;Teamwork Pokémon;50;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
767;Wimpod;7;bug;water;Grey;1;25;35;40;20;30;80;230;0;90;1000000;5120;0.5;12.0;70;Turn Tail Pokémon;50;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5
768;Golisopod;7;bug;water;Grey;3;75;125;140;60;90;40;530;0;45;1000000;5120;2.0;108.0;70;Hard Scale Pokémon;50;1;1;1;2;1;0.5;1;2;1;1;0.5;0.5;1;1;1;2;0.5;0.5
769;Sandygast;7;ghost;ground;Brown;1;55;55;80;70;45;15;320;0;140;1000000;3840;0.5;70.0;70;Sand Heap Pokémon;50;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2
770;Palossand;7;ghost;ground;Brown;3;85;75;110;100;75;35;480;0;60;1000000;3840;1.3;250.0;70;Sand Castle Pokémon;50;0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2
771;Pyukumuku;7;water;;Black;3;55;60;130;30;130;5;410;0;60;800000;3840;0.3;1.2;70;Sea Cucumber Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
772;Type: Null;7;normal;;Grey;3;95;95;95;95;95;59;534;0;3;1250000;30720;1.9;120.5;0;Synthetic Pokémon;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
773;Silvally;7;normal;;Grey;3;95;95;95;95;95;95;570;0;3;1250000;30720;2.3;100.5;0;Synthetic Pokémon;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
774;Minior;7;rock;flying;Brown;3;60;100;60;100;60;120;500;0;255;1059860;6400;0.3;40.0;70;Meteor Pokémon;;0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2
775;Komala;7;normal;;Blue;3;65;115;65;75;95;65;480;0;45;1250000;5120;0.4;19.9;70;Drowsing Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
776;Turtonator;7;fire;dragon;Red;3;60;78;135;91;85;36;485;0;70;1000000;5120;2.0;212.0;70;Blast Turtle Pokémon;50;0.5;1;2;0.5;1;1;0.25;1;1;0.25;2;1;1;1;1;2;0.5;1
777;Togedemaru;7;electric;steel;Grey;3;65;98;63;40;73;96;435;0;180;1000000;2560;0.3;3.3;70;Roly-Poly Pokémon;50;0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1
778;Mimikyu;7;ghost;fairy;Yellow;3;55;90;80;50;105;96;476;0;45;1000000;5120;0.2;0.7;70;Disguise Pokémon;50;0.25;1;0;1;1;0;1;1;2;1;1;1;0;1;1;1;2;1
779;Bruxish;7;water;psychic;Pink;3;68;105;70;70;70;92;475;0;80;1000000;3840;0.9;19.0;70;Gnash Teeth Pokémon;50;2;2;1;2;1;0.5;0.5;1;2;2;1;0.5;1;1;0.5;1;0.5;0.5
780;Drampa;7;normal;dragon;White;3;78;60;85;135;91;36;485;0;70;1000000;5120;3.0;185.0;70;Placid Pokémon;50;1;1;2;0.5;2;2;0.5;1;0;0.5;1;2;1;1;1;1;1;0.5
781;Dhelmise;7;ghost;grass;Green;3;70;131;100;86;90;40;517;0;25;1000000;6400;3.9;210.0;70;Sea Creeper Pokémon;;1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5
782;Jangmo-o;7;dragon;;Grey;1;45;55;65;45;45;45;300;0;45;1250000;10240;0.6;29.7;70;Scaly Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
783;Hakamo-o;7;dragon;fighting;Grey;2;55;75;90;65;70;65;420;0;45;1250000;10240;1.2;47.0;70;Scaly Pokémon;50;0.5;0.5;2;0.5;4;1;0.5;2;1;0.5;1;2;1;1;2;0.5;1;0.5
784;Kommo-o;7;dragon;fighting;Grey;3;75;110;125;100;105;85;600;0;45;1250000;10240;1.6;78.2;70;Scaly Pokémon;50;0.5;0.5;2;0.5;4;1;0.5;2;1;0.5;1;2;1;1;2;0.5;1;0.5
785;Tapu Koko;7;electric;fairy;Yellow;3;70;115;85;95;75;130;570;1;3;1250000;3840;1.8;20.5;70;Land Spirit Pokémon;;0.5;0.5;0;0.5;1;0.5;1;0.5;1;1;2;1;1;2;1;1;1;1
786;Tapu Lele;7;psychic;fairy;Pink;3;70;85;75;130;115;95;570;1;3;1250000;3840;1.2;18.6;70;Land Spirit Pokémon;;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1
787;Tapu Bulu;7;grass;fairy;Red;3;70;130;115;85;95;75;570;1;3;1250000;3840;1.9;45.5;70;Land Spirit Pokémon;;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5
788;Tapu Fini;7;water;fairy;Purple;3;70;75;115;95;130;85;570;1;3;1250000;3840;1.3;21.2;70;Land Spirit Pokémon;;0.5;0.5;0;2;1;0.5;0.5;1;1;2;1;0.5;1;2;1;1;1;0.5
789;Cosmog;7;psychic;;Blue;1;43;29;31;29;31;37;200;1;45;1250000;30720;0.2;0.1;0;Nebula Pokémon;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
790;Cosmoem;7;psychic;;Blue;2;43;29;131;29;131;37;400;1;45;1250000;30720;0.1;999.9;0;Protostar Pokémon;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
791;Solgaleo;7;psychic;steel;White;3;137;137;107;113;89;97;680;1;45;1250000;30720;3.4;230.0;0;Sunne Pokémon;;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1
792;Lunala;7;psychic;ghost;Purple;3;137;113;89;137;107;97;680;1;45;1250000;30720;4.0;120.0;0;Moone Pokémon;;1;4;1;1;1;0;1;1;4;1;1;1;0;0.5;0.5;1;1;1
793;Nihilego;7;rock;poison;White;3;109;53;47;127;131;103;570;1;45;1250000;30720;1.2;55.5;0;Parasite Pokémon;;0.5;1;1;1;0.5;1;0.5;0.5;1;1;4;1;0.5;0.25;2;1;2;2
794;Buzzwole;7;bug;fighting;Red;3;107;139;139;53;53;79;570;1;25;1250000;30720;2.4;333.6;0;Swollen Pokémon;;0.5;0.5;1;1;2;0.5;2;4;1;0.5;0.5;1;1;1;2;1;1;1
795;Pheromosa;7;bug;fighting;White;3;71;137;37;137;37;151;570;1;255;1250000;30720;1.8;25.0;0;Lissome Pokémon;;0.5;0.5;1;1;2;0.5;2;4;1;0.5;0.5;1;1;1;2;1;1;1
796;Xurkitree;7;electric;;Black;3;83;89;71;173;71;83;570;1;30;1250000;30720;3.8;100.0;0;Glowing Pokémon;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
797;Celesteela;7;steel;flying;Green;3;97;101;103;107;101;61;570;1;25;1250000;30720;9.2;999.9;0;Launch Pokémon;;0.25;1;0.5;2;0.5;1;2;0.5;1;0.25;0;1;0.5;0;0.5;1;0.5;1
798;Kartana;7;grass;steel;White;3;59;181;131;59;31;109;570;1;255;1250000;30720;0.3;0.1;0;Drawn Sword Pokémon;;1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5
799;Guzzlord;7;dark;dragon;Black;3;223;101;53;97;53;43;570;1;15;1250000;30720;5.5;888.0;0;Junkivore Pokémon;;2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5
800;Necrozma;7;psychic;;Black;3;97;107;101;127;89;79;600;1;3;1250000;30720;2.4;230.0;0;Prism Pokémon;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
801;Magearna;7;steel;fairy;Grey;3;80;95;115;130;115;65;600;1;3;1250000;30720;1.0;80.5;0;Artificial Pokémon;;0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1
